772	border	42672	0.012964868757394957%	44.11333205752689%
773	wiêkszoœæ	42639	0.012954842494998208%	44.12628690002189%
774	align	42589	0.01293965118833647%	44.13922655121022%
775	los	42587	0.01293904353607%	44.15216559474629%
776	re¿yseria	42576	0.012935701448604417%	44.1651012961949%
777	jedn¹	42571	0.012934182317938244%	44.17803547851284%
778	wikinews	42568	0.01293327083953854%	44.19096874935238%
779	all	42488	0.012908964748879755%	44.20387771410125%
780	departament	42234	0.01283179291103812%	44.2167095070123%
781	scenariusz	42199	0.012821158996374902%	44.22953066600867%
782	szablon	42094	0.012789257252385248%	44.24231992326106%
783	del	42079	0.012784699860386727%	44.25510462312144%
784	posiada	42055	0.012777408033189093%	44.26788203115463%
785	micha³	42027	0.012768900901458517%	44.28065093205609%
786	zaj¹³	41918	0.012735783852935926%	44.29338671590902%
787	krzysztof	41782	0.012694463498815993%	44.30608117940784%
788	dopiero	41735	0.012680183670553959%	44.318761363078394%
789	port	41733	0.01267957601828749%	44.33144093909668%
790	raport	41655	0.012655877579895176%	44.344096816676576%
791	osobny	41632	0.012648889578830775%	44.35674570625541%
792	br	41618	0.012644636012965489%	44.369390342268375%
793	mimo	41602	0.012639774794833731%	44.38203011706321%
794	potem	41579	0.012632786793769332%	44.394662903856975%
795	wojsk	41569	0.012629748532436983%	44.407292652389415%
796	prowincji	41489	0.0126054424417782%	44.41989809483119%
797	ok³adka	41447	0.012592681744182339%	44.43249077657537%
798	i¿	41441	0.012590858787382931%	44.445081635362754%
799	szko³a	41437	0.012589643482849992%	44.45767127884561%
800	ramach	41435	0.012589035830583522%	44.47026031467619%
801	dziennik	41351	0.0125635144353918%	44.48282382911158%
802	portal	41258	0.012535258605000965%	44.49535908771658%
803	gen	41240	0.012529789734602738%	44.50788887745119%
804	serii	41236	0.012528574430069798%	44.52041745188126%
805	natywna	41190	0.012514598427940999%	44.5329320503092%
806	a¿	41167	0.012507610426876599%	44.54543966073607%
807	domu	41129	0.012496065033813676%	44.55793572576989%
808	pt	41122	0.012493938250881033%	44.570429664020764%
809	vizier	41052	0.012472670421554597%	44.58290233444232%
810	bra	41018	0.012462340333024615%	44.59536467477535%
811	ukoñczy³	41004	0.012458086767159328%	44.60782276154251%
812	utworów	41001	0.012457175288759623%	44.62027993683127%
813	article	40986	0.012452617896761102%	44.63273255472803%
814	funkcjê	40943	0.012439553373032005%	44.64517210810106%
815	poniewa¿	40936	0.012437426590099361%	44.65760953469116%
816	któr¹	40924	0.012433780676500545%	44.67004331536766%
817	sortname	40835	0.012406740150642649%	44.6824500555183%
818	start	40829	0.01240491719384324%	44.69485497271214%
819	nld	40810	0.012399144497311778%	44.70725411720946%
820	rzeczypospolitej	40809	0.012398840671178543%	44.71965295788063%
821	pracowa³	40808	0.012398536845045308%	44.73205149472568%
822	studia	40789	0.012392764148513848%	44.744444258874196%
823	et	40760	0.012383953190650039%	44.756828212064846%
824	pu³k	40748	0.01238030727705122%	44.769208519341895%
825	p³yty	40745	0.012379395798651516%	44.78158791514055%
826	po³udniowej	40684	0.012360862404524194%	44.79394877754507%
827	james	40459	0.012292501524546367%	44.80624127906962%
828	wêze³	40449	0.012289463263214019%	44.81853074233283%
829	width	40413	0.012278525522417566%	44.83080926785525%
830	pochodzi	40402	0.012275183434951984%	44.8430844512902%
831	bazie	40319	0.012249965865893496%	44.855334417156094%
832	william	40308	0.012246623778427914%	44.867581040934525%
833	jednego	40305	0.01224571230002821%	44.87982675323455%
834	g³ówny	40291	0.012241458734162922%	44.89206821196871%
835	le¿y	40267	0.012234166906965287%	44.90430237887568%
836	tomasz	40237	0.012225052122968243%	44.91652743099865%
837	nowym	40221	0.012220190904836488%	44.92874762190348%
838	io	40078	0.012176743767783911%	44.940924365671265%
839	getamap	40059	0.012170971071252451%	44.95309533674252%
840	ksi¹¿ê	39977	0.012146057328327199%	44.965241394070844%
841	spraw	39953	0.012138765501129562%	44.97738015957198%
842	rodzaju	39946	0.01213663871819692%	44.989516798290175%
843	organizacji	39933	0.012132688978464867%	45.00164948726864%
844	poprzez	39891	0.012119928280869005%	45.013769415549504%
845	is	39879	0.012116282367270189%	45.02588569791678%
846	nowego	39850	0.01210747140940638%	45.037993169326185%
847	departamencie	39843	0.012105344626473736%	45.050098513952655%
848	g³ówne	39775	0.01208468444941377%	45.062183198402074%
849	albo	39744	0.012075265839283492%	45.07425846424135%
850	wody	39482	0.011995663392375977%	45.08625412763373%
851	œwiecie	39477	0.011994144261709803%	45.09824827189544%
852	widzów	39464	0.011990194521977752%	45.11023846641742%
853	niemiecki	39429	0.011979560607314534%	45.122218027024736%
854	listy	39282	0.011934898165729018%	45.13415292519046%
855	turnieju	39278	0.01193368286119608%	45.14608660805166%
856	mistrz	39271	0.011931556078263437%	45.15801816412992%
857	university	39257	0.011927302512398149%	45.16994546664232%
858	jedna	39230	0.01191909920680081%	45.18186456584912%
859	xviii	39212	0.011913630336402584%	45.19377819618553%
860	cz³onkowie	39198	0.011909376770537296%	45.20568757295606%
861	mer	39109	0.0118823362446794%	45.21756990920074%
862	seria	39078	0.011872917634549122%	45.22944282683529%
863	?	39043	0.011862283719885904%	45.241305110555174%
864	walki	39031	0.011858637806287087%	45.25316374836146%
865	filmu	39030	0.011858333980153853%	45.265022082341616%
866	wersji	38921	0.01182521693163126%	45.27684729927325%
867	zachód	38914	0.011823090148698617%	45.288670389421945%
868	karierê	38816	0.011793315187641608%	45.300463704609584%
869	utwór	38789	0.011785111882044268%	45.31224881649163%
870	nagroda	38769	0.011779035359379571%	45.324027851851014%
871	matki	38707	0.011760198139119014%	45.33578804999013%
872	styl	38674	0.011750171876722266%	45.347538221866856%
873	hrabstwo	38666	0.01174774126765639%	45.35928596313451%
874	dowódca	38665	0.011747437441523154%	45.37103340057603%
875	krzy¿	38549	0.011712193610067919%	45.3827455941861%
876	œwiat	38533	0.011707332391936161%	45.39445292657803%
877	kanton	38531	0.011706724739669692%	45.40615965131771%
878	maj	38528	0.011705813261269987%	45.41786546457897%
879	anglii	38508	0.011699736738605292%	45.42956520131758%
880	encyklopedia	38474	0.011689406650075309%	45.44125460796766%
881	informacji	38446	0.011680899518344735%	45.452935507486%
882	pó³nocnej	38361	0.011655074297019778%	45.46459058178302%
883	fis	38347	0.01165082073115449%	45.47624140251418%
884	has³o	38142	0.011588536373841359%	45.48782993888802%
885	dzia³ania	38039	0.011557242282118175%	45.499387181170135%
886	kobiety	37981	0.011539620366390557%	45.51092680153653%
887	des	37976	0.011538101235724383%	45.52246490277225%
888	has³a	37974	0.011537493583457913%	45.53400239635571%
889	swoich	37943	0.011528074973327635%	45.54553047132904%
890	wystêpy	37939	0.011526859668794697%	45.55705733099783%
891	lp	37809	0.011487362271474174%	45.5685446932693%
892	stacji	37806	0.01148645079307447%	45.58003114406238%
893	temperatura	37791	0.011481893401075947%	45.59151303746346%
894	arrondissement	37669	0.011444826612821302%	45.602957864076274%
895	wyznanie	37606	0.01142568556642751%	45.6143835496427%
896	web	37572	0.01141535547789753%	45.625798905120604%
897	przeciwko	37557	0.011410798085899006%	45.6372097032065%
898	swój	37498	0.011392872344038154%	45.64860257555054%
899	warunki	37482	0.011388011125906398%	45.65999058667644%
900	z³oto	37452	0.011378896341909354%	45.67136948301835%
901	kazimierz	37369	0.011353678772850866%	45.6827231617912%
902	peter	37367	0.011353071120584396%	45.69407623291179%
903	title	37334	0.011343044858187648%	45.70541927776998%
904	imdb	37287	0.011328765029925613%	45.7167480427999%
905	ostatni	37275	0.011325119116326795%	45.72807316191623%
906	football	37204	0.011303547460867126%	45.7393767093771%
907	history	37097	0.011271038064611003%	45.750647747441704%
908	str	37038	0.01125311232275015%	45.76190085976446%
909	sun	37001	0.011241870755820463%	45.77314273052028%
910	koñca	37001	0.011241870755820463%	45.784384601276095%
911	cztery	36963	0.011230325362757542%	45.795614926638855%
912	martin	36961	0.011229717710491072%	45.80684464434935%
913	¿o³nierzy	36916	0.011216045534495506%	45.81806068988384%
914	×	36906	0.011213007273163158%	45.82927369715701%
915	george	36891	0.011208449881164637%	45.84048214703817%
916	zarówno	36794	0.011178978746240862%	45.85166112578441%
917	pwn	36707	0.011152545872649435%	45.86281367165706%
918	my	36647	0.011134316304655348%	45.873947987961714%
919	cz³onkiem	36625	0.011127632129724183%	45.88507562009144%
920	ojciec	36599	0.011119732650260077%	45.8961953527417%
921	el	36596	0.011118821171860374%	45.90731417391356%
922	aspx	36593	0.01111790969346067%	45.91843208360702%
923	nowej	36583	0.011114871432128321%	45.92954695503915%
924	sprawie	36528	0.011098160994800408%	45.94064511603395%
925	swojego	36414	0.011063524815611642%	45.95170864084956%
926	dewiza	36401	0.01105957507587959%	45.96276821592544%
927	cz	36376	0.01105197942254872%	45.97382019534799%
928	siedzib¹	36368	0.011049548813482841%	45.98486974416147%
929	format	36324	0.011036180463620511%	45.99590592462509%
930	zawód	36311	0.011032230723888458%	46.00693815534898%
931	ra	36270	0.011019773852425831%	46.01795792920141%
932	planetoida	36221	0.011004886371897327%	46.02896281557331%
933	mœ	36197	0.010997594544699693%	46.039960410118006%
934	ponadto	36179	0.010992125674301466%	46.050952535792305%
935	powstania	36136	0.01097906115057237%	46.06193159694288%
936	w³adys³aw	36124	0.010975415236973552%	46.072907012179854%
937	wschód	36115	0.010972680801774439%	46.083879692981625%
938	cmentarz	36088	0.0109644774961771%	46.094844170477806%
939	produkcja	36071	0.010959312451912109%	46.105803482929716%
940	swoim	36067	0.01095809714737917%	46.116761580077096%
941	akademii	36048	0.01095232445084771%	46.127713904527944%
942	wysokoœci	36041	0.010950197667915065%	46.13866410219586%
943	doi	36011	0.010941082883918022%	46.14960518507978%
944	zadebiutowa³	36005	0.010939259927118613%	46.16054444500689%
945	sort	35936	0.010918295923925412%	46.17146274093082%
946	thomas	35932	0.010917080619392472%	46.182379821550214%
947	prezydent	35827	0.01088517887540282%	46.19326500042561%
948	und	35826	0.010884875049269585%	46.20414987547488%
949	zespole	35815	0.010881532961804002%	46.21503140843669%
950	dru¿yny	35809	0.010879710005004593%	46.225911118441694%
951	katowice	35746	0.010860568958610801%	46.23677168740031%
952	dec	35695	0.010845073825815827%	46.24761676122612%
953	niemczech	35681	0.010840820259950541%	46.25845758148607%
954	eu	35679	0.010840212607684072%	46.26929779409375%
955	nauk	35679	0.010840212607684072%	46.280138006701435%
956	wyst¹pi³	35534	0.010796157818365026%	46.290934164519804%
957	prix	35498	0.010785220077568575%	46.30171938459737%
958	wojciech	35456	0.010772459379972713%	46.31249184397735%
959	zachodniej	35427	0.010763648422108904%	46.323255492399454%
960	pierwszego	35378	0.0107487609415804%	46.334004253341035%
961	ulica	35328	0.01073356963491866%	46.34473782297595%
962	with	35306	0.010726885459987495%	46.35546470843594%
963	naukowe	35275	0.010717466849857216%	46.3661821752858%
964	jean	35176	0.010687388062666971%	46.376869563348464%
965	instytut	35138	0.010675842669604049%	46.38754540601807%
966	lidze	35094	0.010662474319741719%	46.39820788033781%
967	program	35074	0.010656397797077024%	46.408864278134885%
968	ski	35020	0.010639991185882344%	46.41950426932077%
969	choæ	34997	0.010633003184817944%	46.43013727250559%
970	an	34962	0.010622369270154726%	46.44075964177574%
971	ruchu	34938	0.010615077442957092%	46.4513747192187%
972	œwi¹tyni	34937	0.010614773616823857%	46.46198949283552%
973	Ÿróde³	34859	0.010591075178431544%	46.47258056801395%
974	es	34838	0.010584694829633612%	46.483165262843585%
975	love	34768	0.010563427000307178%	46.4937286898439%
976	pi³ce	34739	0.010554616042443368%	46.50428330588634%
977	stopnis	34700	0.010542766823247212%	46.51482607270959%
978	minuts	34631	0.010521802820054011%	46.52534787552964%
979	prawdopodobnie	34600	0.010512384209923733%	46.535860259739565%
980	sekunds	34590	0.010509345948591384%	46.546369605688156%
981	obszar	34568	0.01050266177366022%	46.55687226746181%
982	ostatecznie	34547	0.010496281424862289%	46.56736854888668%
983	artyku³ów	34478	0.010475317421669088%	46.57784386630835%
984	gdy¿	34458	0.010469240899004393%	46.58831310720735%
985	wg	34443	0.01046468350700587%	46.59877779071436%
986	plan	34419	0.010457391679808236%	46.609235182394166%
987	google	34377	0.010444630982212374%	46.61967981337638%
988	s³owa	34373	0.010443415677679436%	46.63012322905406%
989	ffffff	34361	0.010439769764080618%	46.64056299881814%
990	plasuje	34361	0.010439769764080618%	46.65100276858222%
991	bel	34290	0.010418198108620947%	46.66142096669084%
992	kierunku	34284	0.010416375151821538%	46.67183734184266%
993	united	34235	0.010401487671293034%	46.682238829513956%
994	wobec	34217	0.010396018800894809%	46.692634848314846%
995	rosji	34193	0.010388726973697172%	46.70302357528855%
996	uniwersytecie	34191	0.010388119321430703%	46.713411694609974%
997	cz³onków	34164	0.010379916015833364%	46.72379161062581%
998	s³ownik	34108	0.010362901752372216%	46.73415451237818%
999	g³ównego	34073	0.010352267837708998%	46.74450678021589%
1000	pucharu	33992	0.01032765792091698%	46.75483443813681%
1001	œwiêtego	33984	0.010325227311851102%	46.76515966544866%
1002	oznaczenie	33980	0.010324012007318162%	46.77548367745598%
1003	metal	33919	0.01030547861319084%	46.78578915606917%
1004	si³	33893	0.010297579133726736%	46.79608673520289%
1005	wschodniej	33892	0.0102972753075935%	46.80638401051049%
1006	d³ugoœci	33850	0.01028451460999764%	46.816668525120484%
1007	miesi¹c	33794	0.010267500346536491%	46.82693602546702%
1008	wszystkim	33742	0.010251701387608282%	46.83718772685463%
1009	wynosi	33670	0.010229825906015379%	46.847417552760646%
1010	klasy	33619	0.010214330773220403%	46.85763188353387%
1011	dziœ	33558	0.010195797379093081%	46.86782768091296%
1012	pan	33522	0.010184859638296628%	46.87801254055125%
1013	powsta³a	33467	0.010168149200968715%	46.888180689752225%
1014	open	33398	0.010147185197775514%	46.89832787495%
1015	prace	33383	0.010142627805776993%	46.908470502755776%
1016	po³o¿enie	33342	0.010130170934314366%	46.918600673690094%
1017	znany	33335	0.010128044151381724%	46.92872871784147%
1018	okrêgu	33286	0.010113156670853218%	46.93884187451233%
1019	club	33274	0.010109510757254402%	46.94895138526958%
1020	juniorów	33268	0.010107687800454993%	46.95905907307004%
1021	obrony	33254	0.010103434234589705%	46.969162507304624%
1022	projekt	33253	0.01010313040845647%	46.979265637713084%
1023	góry	33200	0.010087027623395027%	46.989352665336476%
1024	³odzi	33196	0.010085812318862087%	46.99943847765534%
1025	ssd	33195	0.010085508492728852%	47.00952398614807%
1026	w³aœciciel	33176	0.010079735796197392%	47.019603721944264%
1027	najlepszy	33057	0.010043580486342452%	47.02964730243061%
1028	pi³ki	33025	0.010033858050078939%	47.03968116048069%
1029	wyspy	33015	0.01003081978874659%	47.049711980269436%
1030	rozmiar	32990	0.010023224135415721%	47.05973520440485%
1031	prof	32984	0.010021401178616312%	47.069756605583464%
1032	ka¿dy	32983	0.010021097352483077%	47.07977770293595%
1033	rolê	32956	0.010012894046885738%	47.08979059698284%
1034	view	32923	0.01000286778448899%	47.09979346476732%
1035	orb	32823	0.00997248517116551%	47.10976594993849%
1036	zmiany	32798	0.00996488951783464%	47.119730839456324%
1037	bitwa	32789	0.009962155082635527%	47.129692994538956%
1038	ulicy	32778	0.009958812995169946%	47.13965180753413%
1039	search	32749	0.009950002037306137%	47.149601809571436%
1040	siebie	32747	0.009949394385039667%	47.159551203956475%
1041	karol	32710	0.00993815281810998%	47.169489356774584%
1042	roœliny	32663	0.009923872989847945%	47.179413229764435%
1043	kolei	32633	0.009914758205850902%	47.18932798797028%
1044	sbdb	32618	0.009910200813852379%	47.199238188784136%
1045	niektórych	32609	0.009907466378653265%	47.20914565516279%
1046	zamieszkiwa³o	32599	0.009904428117320918%	47.21905008328011%
1047	pw	32597	0.009903820465054449%	47.228953903745165%
1048	tv	32512	0.009877995243729492%	47.23883189898889%
1049	sta³	32462	0.009862803937067751%	47.24869470292596%
1050	stefan	32438	0.009855512109870117%	47.25855021503583%
1051	istnieje	32349	0.00982847158401222%	47.26837868661985%
1052	filmweb	32220	0.009789278012824932%	47.27816796463267%
1053	sstr	32167	0.009773175227763489%	47.287941139860436%
1054	diecezji	32124	0.009760110704034392%	47.297701250564465%
1055	gazeta	32101	0.009753122702969992%	47.30745437326744%
1056	nu	32090	0.00974978061550441%	47.31720415388294%
1057	artysta	32090	0.00974978061550441%	47.32695393449845%
1058	letnich	32089	0.009749476789371174%	47.336703411287814%
1059	jednoczeœnie	32081	0.009747046180305297%	47.34645045746812%
1060	premier	32078	0.009746134701905593%	47.35619659217003%
1061	podobnie	32074	0.009744919397372653%	47.3659415115674%
1062	dzielnica	32067	0.00974279261444001%	47.37568430418184%
1063	³aciñska	32054	0.009738842874707958%	47.38542314705655%
1064	jednej	32047	0.009736716091775314%	47.39515986314832%
1065	rej	32022	0.009729120438444445%	47.404888983586766%
1066	ani	31976	0.009715144436315644%	47.414604128023086%
1067	international	31946	0.0097060296523186%	47.4243101576754%
1068	tutaj	31896	0.009690838345656861%	47.43400099602106%
1069	cz³onek	31832	0.009671393473129834%	47.44367238949419%
1070	results	31776	0.009654379209668686%	47.45332676870386%
1071	powsta³	31768	0.009651948600602808%	47.46297871730446%
1072	nauki	31665	0.009620654508879624%	47.47259937181334%
1073	uk³ad	31646	0.009614881812348163%	47.48221425362569%
1074	uzyska³	31636	0.009611843551015815%	47.491826097176705%
1075	burmistrz	31616	0.00960576702835112%	47.50143186420505%
1076	³ódŸ	31579	0.009594525461421432%	47.511026389666476%
1077	obraz	31573	0.009592702504622023%	47.520619092171096%
1078	content	31558	0.009588145112623502%	47.530207237283726%
1079	niem	31541	0.00958298006835851%	47.53979021735208%
1080	neat	31522	0.009577207371827049%	47.54936742472391%
1081	stanis³awa	31489	0.009567181109430301%	47.558934605833336%
1082	mocy	31472	0.00956201606516531%	47.568496621898504%
1083	odkrywca	31462	0.009558977803832962%	47.57805559970234%
1084	nic	31423	0.009547128584636804%	47.587602728286974%
1085	chyba	31423	0.009547128584636804%	47.59714985687161%
1086	re¿	31407	0.009542267366505049%	47.606692124238116%
1087	biografia	31398	0.009539532931305935%	47.61623165716942%
1088	janusz	31390	0.009537102322240056%	47.62576875949166%
1089	poz	31377	0.009533152582508005%	47.63530191207417%
1090	wp	31372	0.00953163345184183%	47.64483354552601%
1091	pr	31348	0.009524341624644196%	47.65435788715065%
1092	par	31334	0.009520088058778908%	47.66387797520943%
1093	till	31302	0.009510365622515395%	47.67338834083195%
1094	kadencji	31281	0.009503985273717465%	47.682892326105666%
1095	przebieg	31256	0.009496389620386595%	47.692388715726054%
1096	wiek	31250	0.009494566663587186%	47.70188328238964%
1097	dlatego	31222	0.009486059531856612%	47.7113693419215%
1098	œrednica	31221	0.009485755705723378%	47.72085509762722%
1099	arg	31193	0.009477248573992804%	47.730332346201216%
1100	black	31190	0.009476337095593099%	47.73980868329681%
1101	rozwoju	31178	0.00947269118199428%	47.7492813744788%
1102	niemiec	31173	0.009471172051328107%	47.75875254653013%
1103	klad	31171	0.009470564399061639%	47.76822311092919%
1104	xvi	31155	0.009465703180929881%	47.77768881411012%
1105	drogi	31149	0.009463880224130472%	47.78715269433425%
1106	aleksander	31134	0.009459322832131951%	47.79661201716638%
1107	prowincja	31099	0.009448688917468733%	47.806060706083855%
1108	press	31084	0.00944413152547021%	47.815504837609325%
1109	minister	31070	0.009439877959604924%	47.824944715568925%
1110	edward	31049	0.009433497610806994%	47.83437821317973%
1111	angielski	31044	0.00943197848014082%	47.84381019165988%
1112	klasyfikacji	30993	0.009416483347345845%	47.85322667500722%
1113	trakcie	30984	0.009413748912146733%	47.862640423919366%
1114	pu³ku	30969	0.00940919152014821%	47.872049615439515%
1115	ds	30959	0.009406153258815862%	47.88145576869833%
1116	ludnoœæ	30949	0.009403114997483515%	47.89085888369581%
1117	osoba	30917	0.009393392561220001%	47.900252276257035%
1118	mistrzostwo	30903	0.009389138995354714%	47.90964141525239%
1119	osiedle	30849	0.009372732384160035%	47.91901414763655%
1120	prezydenta	30844	0.009371213253493861%	47.92838536089004%
1121	statystyki	30822	0.009364529078562696%	47.93774988996861%
1122	szlak	30786	0.009353591337766243%	47.94710348130637%
1123	daniel	30772	0.009349337771900957%	47.95645281907827%
1124	jezioro	30732	0.009337184726571565%	47.96579000380485%
1125	razy	30724	0.009334754117505686%	47.97512475792235%
1126	live	30708	0.00932989289937393%	47.984454650821725%
1127	page	30669	0.009318043680177773%	47.9937726945019%
1128	minut	30602	0.009297687329251042%	48.00307038183115%
1129	g³ównej	30599	0.009296775850851337%	48.01236715768201%
1130	dzielnicy	30594	0.009295256720185163%	48.02166241440219%
1131	liœcie	30590	0.009294041415652226%	48.030956455817844%
1132	amp	30520	0.00927277358632579%	48.04022922940417%
1133	brytanii	30505	0.009268216194327267%	48.0494974455985%
1134	poprzednia	30500	0.009266697063661095%	48.058764142662156%
1135	je¿eli	30496	0.009265481759128155%	48.068029624421285%
1136	sdu	30487	0.009262747323929042%	48.077292371745216%
1137	stanowi	30452	0.009252113409265824%	48.08654448515448%
1138	ffff	30445	0.00924998662633318%	48.09579447178081%
1139	pop	30405	0.00923783358100379%	48.10503230536182%
1140	postaæ	30394	0.009234491493538206%	48.114266796855354%
1141	najczêœciej	30379	0.009229934101539685%	48.123496730956894%
1142	pe³ni³	30367	0.009226288187940867%	48.132723019144834%
1143	w³aœnie	30354	0.009222338448208814%	48.141945357593045%
1144	aktorka	30342	0.009218692534609997%	48.151164050127655%
1145	bbc	30332	0.009215654273277649%	48.16037970440093%
1146	terytorium	30311	0.009209273924479719%	48.169588978325415%
1147	nagrany	30301	0.00920623566314737%	48.17879521398856%
1148	gra³	30260	0.009193778791684743%	48.18798899278024%
1149	ego	30253	0.009191652008752101%	48.19718064478899%
1150	vii	30219	0.009181321920222118%	48.20636196670922%
1151	francja	30186	0.00917129565782537%	48.215533262367046%
1152	biegu	30176	0.009168257396493022%	48.224701519763535%
1153	zbigniew	30162	0.009164003830627735%	48.23386552359416%
1154	sezonu	30143	0.009158231134096273%	48.24302375472826%
1155	rozdzia³	30137	0.009156408177296864%	48.25218016290556%
1156	lk	30133	0.009155192872763927%	48.26133535577832%
1157	dobrze	30128	0.009153673742097752%	48.27048902952042%
1158	prawie	30032	0.009124506433307212%	48.27961353595373%
1159	player	30025	0.009122379650374568%	48.2887359156041%
1160	tekst	30022	0.009121468171974864%	48.297857383776076%
1161	albumu	30010	0.009117822258376047%	48.30697520603445%
1162	józefa	29988	0.00911113808344488%	48.3160863441179%
1163	pasa¿erów	29959	0.009102327125581072%	48.325188671243474%
1164	br¹zowy	29950	0.00909959269038196%	48.33428826393386%
1165	stanów	29934	0.009094731472250202%	48.34338299540611%
1166	color	29889	0.009081059296254638%	48.35246405470237%
1167	projektu	29849	0.009068906250925246%	48.36153296095329%
1168	artyku³u	29832	0.009063741206660253%	48.37059670215995%
1169	grzegorz	29797	0.009053107291997037%	48.37964980945195%
1170	pobli¿u	29788	0.009050372856797924%	48.388700182308746%
1171	oprócz	29779	0.00904763842159881%	48.397747820730345%
1172	turniej	29771	0.009045207812532931%	48.40679302854288%
1173	komisji	29735	0.00903427007173648%	48.415827298614616%
1174	richard	29728	0.009032143288803836%	48.424859441903415%
1175	samego	29700	0.009023636157073262%	48.43388307806049%
1176	odleg³oœci	29643	0.00900631806747888%	48.44288939612797%
1177	nadal	29634	0.009003583632279766%	48.451892979760245%
1178	jêzyku	29626	0.009001153023213887%	48.460894132783466%
1179	linie	29590	0.008990215282417434%	48.46988434806588%
1180	czego	29574	0.008985354064285678%	48.47886970213017%
1181	artylerii	29553	0.008978973715487748%	48.487848675845655%
1182	anglia	29543	0.0089759354541554%	48.49682461129981%
1183	zgodnie	29479	0.008956490581628373%	48.50578110188144%
1184	zawiera	29459	0.008950414058963678%	48.5147315159404%
1185	ustaw	29448	0.008947071971498095%	48.523678587911895%
1186	regionu	29409	0.008935222752301937%	48.5326138106642%
1187	charles	29362	0.008920942924039903%	48.54153475358824%
1188	dzia³alnoœci	29359	0.008920031445640198%	48.55045478503388%
1189	srebrny	29299	0.008901801877646111%	48.55935658691153%
1190	gdañsk	29286	0.008897852137914058%	48.56825443904944%
1191	polskim	29269	0.008892687093649067%	48.57714712614309%
1192	pracê	29229	0.008880534048319675%	48.58602766019141%
1193	srebro	29153	0.008857443262193832%	48.594885103453606%
1194	barbon	29139	0.008853189696328544%	48.60373829314993%
1195	be	29136	0.00885227821792884%	48.61259057136786%
1196	galaktyka	29136	0.00885227821792884%	48.62144284958579%
1197	mark	29114	0.008845594042997675%	48.630288443628785%
1198	kontynuacja	29076	0.008834048649934752%	48.63912249227872%
1199	marcin	29046	0.008824933865937709%	48.64794742614466%
1200	orderu	29007	0.008813084646741553%	48.6567605107914%
1201	col	28999	0.008810654037675674%	48.665571164829075%
1202	organizacja	28926	0.008788474729949534%	48.67435963955903%
1203	sk	28903	0.008781486728885134%	48.683141126287914%
1204	allmusic	28895	0.008779056119819256%	48.69192018240773%
1205	odc	28888	0.008776929336886612%	48.70069711174462%
1206	bydgoszcz	28854	0.00876659924835663%	48.70946371099298%
1207	hun	28845	0.008763864813157517%	48.71822757580613%
1208	artyku³y	28820	0.008756269159826647%	48.72698384496596%
1209	zwierzê	28780	0.008744116114497255%	48.73572796108046%
1210	books	28753	0.008735912808899916%	48.74446387388936%
1211	tê	28732	0.008729532460101986%	48.75319340634946%
1212	ha	28730	0.008728924807835516%	48.761922331157294%
1213	sejm	28730	0.008728924807835516%	48.77065125596513%
1214	pomocy	28727	0.008728013329435812%	48.779379269294566%
1215	odl	28698	0.008719202371572003%	48.78809847166614%
1216	paw³a	28622	0.008696111585446158%	48.79679458325158%
1217	mê¿czyŸni	28619	0.008695200107046453%	48.80548978335863%
1218	lotniczy	28618	0.008694896280913219%	48.814184679639546%
1219	wikispecies	28610	0.008692465671847342%	48.82287714531139%
1220	teatr	28581	0.008683654713983531%	48.83156080002537%
1221	pierwszych	28540	0.008671197842520906%	48.840231997867896%
1222	rzecz	28539	0.008670894016387671%	48.84890289188428%
1223	pc	28497	0.008658133318791809%	48.857561025203076%
1224	wystêpowa³	28488	0.008655398883592697%	48.866216424086666%
1225	jacek	28453	0.00864476496892948%	48.87486118905559%
1226	cytat	28451	0.00864415731666301%	48.88350534637226%
1227	okresu	28448	0.008643245838263305%	48.892148592210525%
1228	konkurencja	28410	0.008631700445200383%	48.900780292655725%
1229	ko³o	28400	0.008628662183868034%	48.90940895483959%
1230	dataurodzenia	28364	0.008617724443071583%	48.91802667928266%
1231	planetoid	28339	0.008610128789740712%	48.9266368080724%
1232	obok	28304	0.008599494875077496%	48.93523630294748%
1233	olympics	28274	0.008590380091080452%	48.94382668303856%
1234	diecezja	28260	0.008586126525215164%	48.952412809563775%
1235	g³ównym	28253	0.00858399974228252%	48.96099680930606%
1236	siatkowej	28247	0.008582176785483111%	48.96957898609154%
1237	krajurodzenia	28245	0.008581569133216643%	48.97816055522476%
1238	die	28224	0.008575188784418711%	48.986735744009174%
1239	br¹z	28219	0.008573669653752537%	48.99530941366293%
1240	przejœcia	28213	0.00857184669695313%	49.00388126035988%
1241	wybory	28213	0.00857184669695313%	49.012453107056835%
1242	dniu	28192	0.008565466348155198%	49.021018573404994%
1243	zima	28165	0.008557263042557859%	49.02957583644755%
1244	pierwsz¹	28153	0.008553617128959043%	49.03812945357651%
1245	mia³y	28150	0.008552705650559338%	49.04668215922707%
1246	fakt	28108	0.008539944952963476%	49.05522210418003%
1247	archive	28107	0.008539641126830241%	49.06376174530686%
1248	max	28083	0.008532349299632607%	49.07229409460649%
1249	tour	28081	0.008531741647366137%	49.08082583625386%
1250	ency	28007	0.008509258513506762%	49.089335094767364%
1251	imiêinazwisko	27953	0.008492851902312084%	49.09782794666968%
1252	role	27950	0.008491940423912379%	49.10631988709359%
1253	miastourodzenia	27950	0.008491940423912379%	49.11481182751751%
