516	ag	79	0.018560678146093683%	38.49931043556508%
517	terenie	79	0.018560678146093683%	38.51787111371117%
518	ameryki	79	0.018560678146093683%	38.53643179185727%
519	programu	79	0.018560678146093683%	38.55499247000336%
520	dzie³a	79	0.018560678146093683%	38.57355314814945%
521	najwiêksze	79	0.018560678146093683%	38.592113826295545%
522	prawdopodobnie	79	0.018560678146093683%	38.61067450444164%
523	wschodniej	79	0.018560678146093683%	38.629235182587735%
524	matka	78	0.018325732853105153%	38.64756091544084%
525	ak	78	0.018325732853105153%	38.66588664829394%
526	³ac	78	0.018325732853105153%	38.68421238114705%
527	przede	78	0.018325732853105153%	38.702538114000156%
528	y	77	0.018090787560116627%	38.720628901560275%
529	trzech	77	0.018090787560116627%	38.73871968912039%
530	cellspacing	77	0.018090787560116627%	38.756810476680506%
531	wrzeœnia	77	0.018090787560116627%	38.77490126424062%
532	dewiza	77	0.018090787560116627%	38.79299205180074%
533	bibliografia	77	0.018090787560116627%	38.81108283936086%
534	rolê	77	0.018090787560116627%	38.82917362692097%
535	ca³ej	77	0.018090787560116627%	38.84726441448109%
536	wersja	77	0.018090787560116627%	38.86535520204121%
537	cellpadding	77	0.018090787560116627%	38.88344598960132%
538	linii	77	0.018090787560116627%	38.90153677716144%
539	pol	77	0.018090787560116627%	38.91962756472155%
540	koniec	77	0.018090787560116627%	38.93771835228167%
541	nazwê	77	0.018090787560116627%	38.95580913984179%
542	produkcji	76	0.017855842267128098%	38.973664982108915%
543	itp	76	0.017855842267128098%	38.991520824376046%
544	wielkiej	76	0.017855842267128098%	39.00937666664317%
545	liczne	76	0.017855842267128098%	39.0272325089103%
546	kj	76	0.017855842267128098%	39.04508835117743%
547	zwi¹zki	76	0.017855842267128098%	39.06294419344456%
548	dzia³a	76	0.017855842267128098%	39.08080003571168%
549	php	75	0.01762089697413957%	39.098420932685826%
550	wiêkszoœci	75	0.01762089697413957%	39.11604182965996%
551	wiêcej	75	0.01762089697413957%	39.1336627266341%
552	cia³o	75	0.01762089697413957%	39.15128362360824%
553	prezydent	75	0.01762089697413957%	39.16890452058238%
554	amp	75	0.01762089697413957%	39.186525417556524%
555	europie	75	0.01762089697413957%	39.20414631453066%
556	bielsko	75	0.01762089697413957%	39.221767211504805%
557	pó³nocnej	75	0.01762089697413957%	39.23938810847894%
558	film	75	0.01762089697413957%	39.25700900545308%
559	nowe	74	0.017385951681151045%	39.274394957134234%
560	istniej¹	74	0.017385951681151045%	39.29178090881538%
561	czasem	74	0.017385951681151045%	39.30916686049653%
562	dni	74	0.017385951681151045%	39.32655281217768%
563	swojego	74	0.017385951681151045%	39.34393876385884%
564	musi	74	0.017385951681151045%	39.361324715539986%
565	szko³y	74	0.017385951681151045%	39.378710667221135%
566	republika	74	0.017385951681151045%	39.39609661890229%
567	sta³a	74	0.017385951681151045%	39.41348257058344%
568	pisma	74	0.017385951681151045%	39.43086852226459%
569	nauki	74	0.017385951681151045%	39.448254473945745%
570	swojej	74	0.017385951681151045%	39.465640425626894%
571	wiedeñ	74	0.017385951681151045%	39.48302637730804%
572	udzia³	73	0.017151006388162516%	39.500177383696204%
573	boles³awa	73	0.017151006388162516%	39.517328390084366%
574	zjednoczonych	73	0.017151006388162516%	39.534479396472534%
575	stub	73	0.017151006388162516%	39.551630402860695%
576	ciep³o	73	0.017151006388162516%	39.56878140924886%
577	koñca	73	0.017151006388162516%	39.58593241563702%
578	cl	73	0.017151006388162516%	39.60308342202518%
579	walki	73	0.017151006388162516%	39.62023442841335%
580	ul	73	0.017151006388162516%	39.63738543480151%
581	znacznie	72	0.01691606109517399%	39.65430149589668%
582	badania	72	0.01691606109517399%	39.671217556991856%
583	uwagi	72	0.01691606109517399%	39.68813361808703%
584	chemia	72	0.01691606109517399%	39.7050496791822%
585	powstania	72	0.01691606109517399%	39.721965740277376%
586	zawiera	72	0.01691606109517399%	39.73888180137255%
587	matki	72	0.01691606109517399%	39.75579786246772%
588	brytanii	72	0.01691606109517399%	39.7727139235629%
589	dywizji	72	0.01691606109517399%	39.78962998465807%
590	niestandardowe	72	0.01691606109517399%	39.806546045753244%
591	bia³ej	72	0.01691606109517399%	39.82346210684842%
592	zwi¹zane	72	0.01691606109517399%	39.84037816794359%
593	wp³yw	71	0.01668111580218546%	39.85705928374578%
594	cd	71	0.01668111580218546%	39.87374039954796%
595	szko³a	71	0.01668111580218546%	39.89042151535015%
596	p?li	71	0.01668111580218546%	39.907102631152334%
597	mo¿liwoœci	71	0.01668111580218546%	39.92378374695452%
598	mo¿liwoœæ	71	0.01668111580218546%	39.940464862756706%
599	nh	71	0.01668111580218546%	39.95714597855889%
600	czasów	71	0.01668111580218546%	39.97382709436108%
601	stanowi¹	70	0.016446170509196934%	39.990273264870275%
602	nauk	70	0.016446170509196934%	40.00671943537947%
603	andrzej	70	0.016446170509196934%	40.02316560588867%
604	francji	70	0.016446170509196934%	40.03961177639786%
605	lutego	70	0.016446170509196934%	40.05605794690706%
606	da	70	0.016446170509196934%	40.07250411741626%
607	w³aœnie	70	0.016446170509196934%	40.08895028792546%
608	zespó³	69	0.016211225216208405%	40.10516151314167%
609	wikitable	69	0.016211225216208405%	40.12137273835787%
610	potem	69	0.016211225216208405%	40.13758396357408%
611	regularnie	69	0.016211225216208405%	40.15379518879029%
612	roztworu	69	0.016211225216208405%	40.1700064140065%
613	bytom	69	0.016211225216208405%	40.186217639222704%
614	cesarz	69	0.016211225216208405%	40.202428864438915%
615	swój	69	0.016211225216208405%	40.218640089655125%
616	podstawowe	69	0.016211225216208405%	40.234851314871335%
617	uk³adu	69	0.016211225216208405%	40.25106254008754%
618	s³owo	69	0.016211225216208405%	40.26727376530375%
619	galeria	68	0.01597627992321988%	40.28325004522697%
620	b¹dŸ	68	0.01597627992321988%	40.29922632515019%
621	du¿e	68	0.01597627992321988%	40.31520260507341%
622	?	68	0.01597627992321988%	40.33117888499663%
623	dzieñ	68	0.01597627992321988%	40.34715516491985%
624	cytuj	68	0.01597627992321988%	40.36313144484307%
625	algorytm	68	0.01597627992321988%	40.379107724766286%
626	litera	68	0.01597627992321988%	40.39508400468951%
627	wojna	68	0.01597627992321988%	40.41106028461273%
628	styl	68	0.01597627992321988%	40.427036564535946%
629	wielki	68	0.01597627992321988%	40.44301284445917%
630	niemiec	68	0.01597627992321988%	40.458989124382384%
631	ruchu	67	0.01574133463023135%	40.47473045901262%
632	powoduje	67	0.01574133463023135%	40.49047179364285%
633	wielkiego	67	0.01574133463023135%	40.50621312827308%
634	rodzaj	67	0.01574133463023135%	40.52195446290331%
635	znak	67	0.01574133463023135%	40.537695797533544%
636	rodzaju	67	0.01574133463023135%	40.55343713216378%
637	panowania	67	0.01574133463023135%	40.56917846679401%
638	ksi¹¿ki	67	0.01574133463023135%	40.58491980142424%
639	bitwa	67	0.01574133463023135%	40.60066113605447%
640	znane	67	0.01574133463023135%	40.616402470684704%
641	nigdy	66	0.015506389337242823%	40.631908860021944%
642	hitler	66	0.015506389337242823%	40.647415249359184%
643	kolor	66	0.015506389337242823%	40.66292163869643%
644	bitwie	66	0.015506389337242823%	40.67842802803367%
645	warszawie	66	0.015506389337242823%	40.69393441737091%
646	przemys³	66	0.015506389337242823%	40.70944080670816%
647	w³aœciwe	66	0.015506389337242823%	40.7249471960454%
648	morza	66	0.015506389337242823%	40.740453585382646%
649	koœcio³a	66	0.015506389337242823%	40.755959974719886%
650	programowania	65	0.015271444044254295%	40.77123141876414%
651	znaczenia	65	0.015271444044254295%	40.7865028628084%
652	nastêpca	65	0.015271444044254295%	40.80177430685265%
653	rodziny	65	0.015271444044254295%	40.8170457508969%
654	caravaggia	65	0.015271444044254295%	40.832317194941155%
655	wy³¹cznie	65	0.015271444044254295%	40.847588638985414%
656	mê¿czyzn	65	0.015271444044254295%	40.862860083029666%
657	pan	65	0.015271444044254295%	40.87813152707392%
658	otrzyma³	65	0.015271444044254295%	40.89340297111818%
659	um	65	0.015271444044254295%	40.90867441516243%
660	ba	65	0.015271444044254295%	40.92394585920668%
661	index	64	0.015036498751265767%	40.93898235795795%
662	góry	64	0.015036498751265767%	40.95401885670922%
663	broni	64	0.015036498751265767%	40.96905535546048%
664	barwy	64	0.015036498751265767%	40.98409185421175%
665	chemiczny	64	0.015036498751265767%	40.99912835296301%
666	wersji	64	0.015036498751265767%	41.01416485171428%
667	rowspan	64	0.015036498751265767%	41.02920135046554%
668	ch	64	0.015036498751265767%	41.04423784921681%
669	art	64	0.015036498751265767%	41.05927434796808%
670	krajach	64	0.015036498751265767%	41.07431084671934%
671	ka¿dy	64	0.015036498751265767%	41.08934734547061%
672	mickiewicz	63	0.01480155345827724%	41.104148898928884%
673	po³udniowo	63	0.01480155345827724%	41.11895045238716%
674	polityczny	63	0.01480155345827724%	41.13375200584544%
675	razem	63	0.01480155345827724%	41.148553559303714%
676	g³ównym	63	0.01480155345827724%	41.16335511276199%
677	Ÿród³a	63	0.01480155345827724%	41.17815666622027%
678	stylu	63	0.01480155345827724%	41.192958219678545%
679	czo³gów	63	0.01480155345827724%	41.20775977313683%
680	cesarza	63	0.01480155345827724%	41.222561326595105%
681	ostatecznie	63	0.01480155345827724%	41.23736288005338%
682	dobrze	63	0.01480155345827724%	41.25216443351166%
683	znany	63	0.01480155345827724%	41.266965986969936%
684	rzeki	63	0.01480155345827724%	41.28176754042821%
685	tereny	63	0.01480155345827724%	41.29656909388649%
686	g³ówne	63	0.01480155345827724%	41.311370647344766%
687	jony	62	0.014566608165288713%	41.325937255510055%
688	znajduj¹	62	0.014566608165288713%	41.340503863675345%
689	ponownie	62	0.014566608165288713%	41.355070471840634%
690	kobiety	62	0.014566608165288713%	41.36963708000592%
691	jednostek	62	0.014566608165288713%	41.38420368817121%
692	jedna	62	0.014566608165288713%	41.3987702963365%
693	zale¿ne	62	0.014566608165288713%	41.41333690450179%
694	temat	62	0.014566608165288713%	41.42790351266707%
695	potencja³	62	0.014566608165288713%	41.44247012083236%
696	energii	62	0.014566608165288713%	41.45703672899765%
697	u¿ywany	61	0.014331662872300185%	41.47136839186995%
698	coœ	61	0.014331662872300185%	41.48570005474225%
699	port	61	0.014331662872300185%	41.500031717614554%
700	obu	61	0.014331662872300185%	41.514363380486856%
701	kierunku	61	0.014331662872300185%	41.52869504335916%
702	zbiór	61	0.014331662872300185%	41.54302670623145%
703	bia³a	61	0.014331662872300185%	41.55735836910375%
704	sta³	61	0.014331662872300185%	41.571690031976054%
705	teoria	61	0.014331662872300185%	41.586021694848355%
706	nadal	61	0.014331662872300185%	41.60035335772066%
707	bezpoœrednio	61	0.014331662872300185%	41.61468502059296%
708	ani	61	0.014331662872300185%	41.62901668346525%
709	cztery	61	0.014331662872300185%	41.643348346337554%
710	miast	61	0.014331662872300185%	41.657680009209855%
711	numer	61	0.014331662872300185%	41.67201167208216%
712	tom	61	0.014331662872300185%	41.68634333495446%
713	substancji	61	0.014331662872300185%	41.70067499782676%
714	liczb	61	0.014331662872300185%	41.71500666069905%
715	stolica	61	0.014331662872300185%	41.729338323571355%
716	powsta³a	61	0.014331662872300185%	41.743669986443656%
717	rosji	61	0.014331662872300185%	41.75800164931596%
718	zajmuje	61	0.014331662872300185%	41.77233331218826%
719	w³adzê	60	0.014096717579311658%	41.786430029767565%
720	ciœnienie	60	0.014096717579311658%	41.80052674734688%
721	wody	60	0.014096717579311658%	41.81462346492619%
722	aleksander	60	0.014096717579311658%	41.828720182505506%
723	bia³ka	60	0.014096717579311658%	41.84281690008481%
724	imperium	60	0.014096717579311658%	41.85691361766413%
725	œwiat³a	60	0.014096717579311658%	41.87101033524344%
726	kg	60	0.014096717579311658%	41.88510705282275%
727	formy	60	0.014096717579311658%	41.89920377040206%
728	stanów	60	0.014096717579311658%	41.913300487981374%
729	poprzednik	60	0.014096717579311658%	41.92739720556069%
730	wikiquote	60	0.014096717579311658%	41.941493923139994%
731	wodzie	60	0.014096717579311658%	41.95559064071931%
732	wêgla	60	0.014096717579311658%	41.96968735829862%
733	liter	59	0.01386177228632313%	41.98354913058494%
734	sob¹	59	0.01386177228632313%	41.997410902871266%
735	mo¿liwe	59	0.01386177228632313%	42.01127267515759%
736	edu	59	0.01386177228632313%	42.02513444744391%
737	dzielnicy	59	0.01386177228632313%	42.03899621973024%
738	cesarstwa	59	0.01386177228632313%	42.052857992016555%
739	vertical	59	0.01386177228632313%	42.06671976430288%
740	gov	59	0.01386177228632313%	42.08058153658921%
741	mia³y	59	0.01386177228632313%	42.094443308875526%
742	powsta³	59	0.01386177228632313%	42.10830508116185%
743	anna	59	0.01386177228632313%	42.12216685344818%
744	zgodnie	59	0.01386177228632313%	42.1360286257345%
745	nowa	59	0.01386177228632313%	42.14989039802082%
746	religii	59	0.01386177228632313%	42.16375217030714%
747	tê	59	0.01386177228632313%	42.17761394259347%
748	zachodniej	59	0.01386177228632313%	42.19147571487979%
749	krajów	59	0.01386177228632313%	42.20533748716611%
750	mniej	58	0.013626826993334602%	42.21896431415945%
751	kolei	58	0.013626826993334602%	42.23259114115278%
752	czasach	58	0.013626826993334602%	42.24621796814612%
753	coraz	58	0.013626826993334602%	42.25984479513945%
754	proces	58	0.013626826993334602%	42.27347162213279%
755	grup	58	0.013626826993334602%	42.28709844912612%
756	swoim	58	0.013626826993334602%	42.30072527611946%
757	ca³y	58	0.013626826993334602%	42.31435210311279%
758	powszechnie	58	0.013626826993334602%	42.32797893010613%
759	zsrr	58	0.013626826993334602%	42.34160575709946%
760	ksiêcia	58	0.013626826993334602%	42.355232584092796%
761	w³adca	58	0.013626826993334602%	42.36885941108613%
762	terytoria	58	0.013626826993334602%	42.382486238079466%
763	czo³gi	58	0.013626826993334602%	42.3961130650728%
764	lista	57	0.013391881700346074%	42.40950494677315%
765	jonizacyjny	57	0.013391881700346074%	42.42289682847349%
766	niemiecki	57	0.013391881700346074%	42.436288710173834%
767	znaków	57	0.013391881700346074%	42.449680591874184%
768	pierwsz¹	57	0.013391881700346074%	42.46307247357453%
769	literatury	57	0.013391881700346074%	42.47646435527487%
770	w³aœciwoœci	57	0.013391881700346074%	42.48985623697522%
771	polskim	57	0.013391881700346074%	42.503248118675565%
772	xviii	57	0.013391881700346074%	42.516640000375915%
773	nale¿¹	57	0.013391881700346074%	42.53003188207626%
774	europejskiej	57	0.013391881700346074%	42.5434237637766%
775	hymn	57	0.013391881700346074%	42.55681564547695%
776	rozpocz¹³	57	0.013391881700346074%	42.570207527177296%
777	bo	57	0.013391881700346074%	42.583599408877646%
778	pierwszego	57	0.013391881700346074%	42.59699129057799%
779	obszar	57	0.013391881700346074%	42.61038317227833%
780	droga	57	0.013391881700346074%	42.62377505397868%
781	obok	57	0.013391881700346074%	42.637166935679026%
782	inaczej	57	0.013391881700346074%	42.65055881737937%
783	wiek	57	0.013391881700346074%	42.66395069907972%
784	czego	57	0.013391881700346074%	42.67734258078006%
785	chemii	57	0.013391881700346074%	42.690734462480414%
786	uniwersytetu	56	0.013156936407357546%	42.70389139888777%
787	niem	56	0.013156936407357546%	42.717048335295125%
788	nazw¹	56	0.013156936407357546%	42.73020527170248%
789	au	56	0.013156936407357546%	42.74336220810984%
790	okrêg	56	0.013156936407357546%	42.7565191445172%
791	d³ugoœci	56	0.013156936407357546%	42.769676080924555%
792	syna	56	0.013156936407357546%	42.78283301733192%
793	organizacji	56	0.013156936407357546%	42.79598995373927%
794	wkrótce	56	0.013156936407357546%	42.80914689014663%
795	si	56	0.013156936407357546%	42.822303826553984%
796	kraj	56	0.013156936407357546%	42.83546076296135%
797	uda³o	56	0.013156936407357546%	42.8486176993687%
798	zmar³	56	0.013156936407357546%	42.86177463577606%
799	dodaæ	56	0.013156936407357546%	42.874931572183414%
800	istnienia	56	0.013156936407357546%	42.888088508590776%
801	punkt	55	0.012921991114369018%	42.901010499705144%
802	ruch	55	0.012921991114369018%	42.91393249081951%
803	iso	55	0.012921991114369018%	42.92685448193388%
804	klub	55	0.012921991114369018%	42.93977647304825%
805	wielka	55	0.012921991114369018%	42.95269846416262%
806	iloœæ	55	0.012921991114369018%	42.96562045527699%
807	efefef	55	0.012921991114369018%	42.97854244639136%
808	margin	55	0.012921991114369018%	42.991464437505726%
809	ndash	55	0.012921991114369018%	43.004386428620094%
810	termin	55	0.012921991114369018%	43.01730841973446%
811	góra	55	0.012921991114369018%	43.03023041084884%
812	samego	55	0.012921991114369018%	43.043152401963205%
813	ffffff	55	0.012921991114369018%	43.05607439307757%
814	œwiêtego	55	0.012921991114369018%	43.06899638419194%
815	p³k	55	0.012921991114369018%	43.08191837530631%
816	jêzyków	55	0.012921991114369018%	43.09484036642068%
817	utworzenie	55	0.012921991114369018%	43.10776235753505%
818	populacji	55	0.012921991114369018%	43.12068434864942%
819	bogów	55	0.012921991114369018%	43.13360633976379%
820	status	55	0.012921991114369018%	43.146528330878155%
821	stronie	55	0.012921991114369018%	43.15945032199252%
822	fazy	55	0.012921991114369018%	43.17237231310689%
823	unii	55	0.012921991114369018%	43.18529430422126%
824	pañstw	54	0.012687045821380492%	43.197981350042646%
825	u¿ywa	54	0.012687045821380492%	43.210668395864026%
826	dziury	54	0.012687045821380492%	43.223355441685406%
827	ksi¹¿ê	54	0.012687045821380492%	43.236042487506786%
828	zapisu	54	0.012687045821380492%	43.24872953332817%
829	ci¹¿y	54	0.012687045821380492%	43.26141657914955%
830	dywizja	54	0.012687045821380492%	43.27410362497093%
831	iloœci	54	0.012687045821380492%	43.28679067079231%
832	nowych	54	0.012687045821380492%	43.29947771661369%
833	szef	54	0.012687045821380492%	43.31216476243507%
834	ksi¹¿kê	54	0.012687045821380492%	43.32485180825645%
835	chemicznych	54	0.012687045821380492%	43.33753885407783%
836	ludzie	54	0.012687045821380492%	43.35022589989921%
837	miejscu	54	0.012687045821380492%	43.36291294572059%
838	wydanie	54	0.012687045821380492%	43.37559999154197%
839	herb	54	0.012687045821380492%	43.38828703736335%
840	okresu	54	0.012687045821380492%	43.40097408318473%
841	szybko	54	0.012687045821380492%	43.41366112900611%
842	tworzenia	53	0.012452100528391965%	43.4261132295345%
843	ka¿dego	53	0.012452100528391965%	43.43856533006289%
844	universal	53	0.012452100528391965%	43.451017430591286%
845	rzecz	53	0.012452100528391965%	43.46346953111968%
846	bia³y	53	0.012452100528391965%	43.47592163164807%
847	stosowany	53	0.012452100528391965%	43.48837373217646%
848	kultura	53	0.012452100528391965%	43.500825832704855%
849	doœæ	53	0.012452100528391965%	43.51327793323325%
850	powsta³y	53	0.012452100528391965%	43.52573003376164%
851	partii	53	0.012452100528391965%	43.53818213429003%
852	category	53	0.012452100528391965%	43.550634234818425%
853	zbyt	53	0.012452100528391965%	43.56308633534682%
854	mieæ	53	0.012452100528391965%	43.57553843587521%
855	masa	53	0.012452100528391965%	43.587990536403595%
856	stosuje	53	0.012452100528391965%	43.60044263693199%
857	temperatury	53	0.012452100528391965%	43.61289473746038%
858	zawieraj¹ce	53	0.012452100528391965%	43.62534683798877%
859	ateizm	53	0.012452100528391965%	43.637798938517165%
860	informacji	53	0.012452100528391965%	43.65025103904556%
861	rady	52	0.012217155235403437%	43.66246819428096%
862	rz¹d	52	0.012217155235403437%	43.674685349516366%
863	zale¿noœci	52	0.012217155235403437%	43.68690250475177%
864	pierwszych	52	0.012217155235403437%	43.69911965998717%
865	narodowy	52	0.012217155235403437%	43.71133681522257%
866	tysiêcy	52	0.012217155235403437%	43.72355397045798%
867	wolnoœci	52	0.012217155235403437%	43.73577112569338%
868	q	52	0.012217155235403437%	43.74798828092879%
869	unicode	52	0.012217155235403437%	43.76020543616419%
870	pozosta³e	52	0.012217155235403437%	43.77242259139959%
871	red	52	0.012217155235403437%	43.784639746634994%
872	stosunku	52	0.012217155235403437%	43.7968569018704%
873	roœlin	52	0.012217155235403437%	43.8090740571058%
874	po³owie	52	0.012217155235403437%	43.82129121234121%
875	londyn	51	0.011982209942414909%	43.83327342228362%
876	cz¹stki	51	0.011982209942414909%	43.845255632226035%
877	powstanie	51	0.011982209942414909%	43.85723784216845%
878	charakter	51	0.011982209942414909%	43.86922005211087%
879	tradycji	51	0.011982209942414909%	43.88120226205328%
880	pochodzenia	51	0.011982209942414909%	43.893184471995696%
881	elementy	51	0.011982209942414909%	43.90516668193811%
882	przestrzeni	51	0.011982209942414909%	43.91714889188052%
883	tekstu	51	0.011982209942414909%	43.92913110182294%
884	religia	51	0.011982209942414909%	43.941113311765356%
885	najwy¿szy	51	0.011982209942414909%	43.95309552170777%
886	zaczyna	51	0.011982209942414909%	43.96507773165018%
887	microsoft	51	0.011982209942414909%	43.9770599415926%
888	rzymski	51	0.011982209942414909%	43.98904215153502%
889	zostaje	51	0.011982209942414909%	44.00102436147743%
890	adam	51	0.011982209942414909%	44.013006571419844%
891	wsi	51	0.011982209942414909%	44.02498878136226%
892	partia	51	0.011982209942414909%	44.03697099130468%
893	disambig	51	0.011982209942414909%	44.04895320124709%
894	xi	51	0.011982209942414909%	44.060935411189504%
895	wokó³	51	0.011982209942414909%	44.07291762113192%
896	model	51	0.011982209942414909%	44.08489983107433%
897	prace	51	0.011982209942414909%	44.09688204101675%
898	czêœci¹	51	0.011982209942414909%	44.108864250959165%
899	bonsai	51	0.011982209942414909%	44.12084646090158%
900	mg	51	0.011982209942414909%	44.13282867084399%
901	œrodków	50	0.011747264649426381%	44.14457593549342%
902	mówi	50	0.011747264649426381%	44.15632320014285%
903	vi	50	0.011747264649426381%	44.16807046479227%
904	zostaæ	50	0.011747264649426381%	44.1798177294417%
905	firmy	50	0.011747264649426381%	44.191564994091124%
906	pó³nocy	50	0.011747264649426381%	44.20331225874055%
907	król	50	0.011747264649426381%	44.21505952338998%
908	kto	50	0.011747264649426381%	44.226806788039404%
909	zmiany	50	0.011747264649426381%	44.23855405268883%
910	cgi	50	0.011747264649426381%	44.250301317338256%
911	wieœ	50	0.011747264649426381%	44.262048581987685%
912	komórki	50	0.011747264649426381%	44.273795846637114%
913	czarnej	50	0.011747264649426381%	44.285543111286536%
914	hg	50	0.011747264649426381%	44.297290375935965%
915	okreœla	50	0.011747264649426381%	44.30903764058539%
916	g³ównych	50	0.011747264649426381%	44.32078490523482%
917	oh	50	0.011747264649426381%	44.332532169884246%
918	literatura	50	0.011747264649426381%	44.34427943453367%
919	ustrój	50	0.011747264649426381%	44.3560266991831%
920	tutaj	50	0.011747264649426381%	44.36777396383252%
921	pierwszej	50	0.011747264649426381%	44.37952122848195%
922	józef	50	0.011747264649426381%	44.39126849313138%
923	abu	50	0.011747264649426381%	44.4030157577808%
924	stopniu	50	0.011747264649426381%	44.41476302243023%
925	cypr	49	0.011512319356437853%	44.42627534178666%
926	nowego	49	0.011512319356437853%	44.437787661143105%
927	praw	49	0.011512319356437853%	44.44929998049954%
928	struktury	49	0.011512319356437853%	44.46081229985598%
929	wynika	49	0.011512319356437853%	44.472324619212415%
930	greckiego	49	0.011512319356437853%	44.48383693856886%
931	drugi	49	0.011512319356437853%	44.49534925792529%
932	nobla	49	0.011512319356437853%	44.50686157728173%
933	w³adys³aw	49	0.011512319356437853%	44.51837389663817%
934	santa	49	0.011512319356437853%	44.52988621599461%
935	le¿y	49	0.011512319356437853%	44.54139853535104%
936	badañ	49	0.011512319356437853%	44.552910854707484%
937	pieœni	49	0.011512319356437853%	44.56442317406392%
938	liczbê	49	0.011512319356437853%	44.57593549342036%
939	mia³o	49	0.011512319356437853%	44.587447812776794%
940	windows	49	0.011512319356437853%	44.598960132133236%
941	gminy	49	0.011512319356437853%	44.61047245148967%
942	kolejne	48	0.011277374063449325%	44.62174982555312%
943	likwidacja	48	0.011277374063449325%	44.63302719961657%
944	administracyjny	48	0.011277374063449325%	44.64430457368002%
945	istnienie	48	0.011277374063449325%	44.65558194774347%
946	wiary	48	0.011277374063449325%	44.66685932180692%
947	jednostka	48	0.011277374063449325%	44.678136695870364%
948	w³adys³awa	48	0.011277374063449325%	44.68941406993382%
949	bogini	48	0.011277374063449325%	44.700691443997265%
950	map	48	0.011277374063449325%	44.71196881806071%
951	bu³garii	48	0.011277374063449325%	44.723246192124165%
952	gallery	48	0.011277374063449325%	44.73452356618761%
953	mickiewicza	48	0.011277374063449325%	44.745800940251065%
954	innego	48	0.011277374063449325%	44.75707831431451%
955	formie	48	0.011277374063449325%	44.76835568837796%
956	zamiast	48	0.011277374063449325%	44.77963306244141%
957	akademii	48	0.011277374063449325%	44.79091043650486%
958	ameryka	48	0.011277374063449325%	44.802187810568306%
959	wzrost	48	0.011277374063449325%	44.81346518463176%
960	miejsca	48	0.011277374063449325%	44.824742558695206%
961	mocy	48	0.011277374063449325%	44.83601993275866%
962	buenos	48	0.011277374063449325%	44.84729730682211%
963	tworzy	48	0.011277374063449325%	44.85857468088555%
964	image	48	0.011277374063449325%	44.86985205494901%
965	systemów	48	0.011277374063449325%	44.881129429012454%
966	wydawca	47	0.011042428770460798%	44.89217185778291%
967	obecnoœæ	47	0.011042428770460798%	44.90321428655338%
968	chin	47	0.011042428770460798%	44.91425671532384%
969	postaæ	47	0.011042428770460798%	44.925299144094296%
970	width	47	0.011042428770460798%	44.936341572864755%
971	granicy	47	0.011042428770460798%	44.94738400163522%
972	wschód	47	0.011042428770460798%	44.95842643040568%
973	architektura	47	0.011042428770460798%	44.96946885917614%
974	filmu	47	0.011042428770460798%	44.980511287946605%
975	muzyki	47	0.011042428770460798%	44.991553716717064%
976	am	47	0.011042428770460798%	45.00259614548752%
977	uniwersytet	47	0.011042428770460798%	45.01363857425798%
978	biblii	47	0.011042428770460798%	45.02468100302845%
979	masy	47	0.011042428770460798%	45.03572343179891%
980	sieci	46	0.01080748347747227%	45.04653091527638%
981	biblia	46	0.01080748347747227%	45.05733839875385%
982	rzeczy	46	0.01080748347747227%	45.06814588223132%
983	tadeusz	46	0.01080748347747227%	45.07895336570879%
984	czasami	46	0.01080748347747227%	45.08976084918627%
985	skutek	46	0.01080748347747227%	45.10056833266374%
986	kwas	46	0.01080748347747227%	45.11137581614121%
987	jedno	46	0.01080748347747227%	45.12218329961868%
988	waluta	46	0.01080748347747227%	45.132990783096155%
989	st¹d	46	0.01080748347747227%	45.143798266573626%
990	pocz¹tek	46	0.01080748347747227%	45.154605750051104%
991	niemieckiej	46	0.01080748347747227%	45.165413233528575%
992	miejska	46	0.01080748347747227%	45.176220717006046%
993	w³adcy	46	0.01080748347747227%	45.18702820048352%
994	procesu	46	0.01080748347747227%	45.19783568396099%
995	wysokoœæ	46	0.01080748347747227%	45.20864316743846%
996	powieœci	46	0.01080748347747227%	45.21945065091593%
997	tworz¹	46	0.01080748347747227%	45.23025813439341%
998	uzurpator	46	0.01080748347747227%	45.24106561787088%
999	alkaloidy	46	0.01080748347747227%	45.25187310134835%
1000	czele	46	0.01080748347747227%	45.26268058482582%
1001	kogo	46	0.01080748347747227%	45.273488068303294%
1002	jêzyki	46	0.01080748347747227%	45.284295551780765%
1003	pewne	46	0.01080748347747227%	45.29510303525824%
1004	barw	46	0.01080748347747227%	45.305910518735715%
1005	aires	46	0.01080748347747227%	45.316718002213186%
1006	danej	46	0.01080748347747227%	45.32752548569066%
1007	chocia¿	46	0.01080748347747227%	45.33833296916813%
1008	ar	46	0.01080748347747227%	45.3491404526456%
1009	srebra	46	0.01080748347747227%	45.35994793612307%
1010	filozofii	46	0.01080748347747227%	45.37075541960055%
1011	koloru	46	0.01080748347747227%	45.38156290307802%
1012	drugiego	46	0.01080748347747227%	45.39237038655549%
1013	pro	45	0.010572538184483744%	45.402942924739975%
1014	berlinie	45	0.010572538184483744%	45.41351546292446%
1015	gospodarka	45	0.010572538184483744%	45.42408800110894%
1016	obecnoœci	45	0.010572538184483744%	45.434660539293425%
1017	pwn	45	0.010572538184483744%	45.44523307747791%
1018	materii	45	0.010572538184483744%	45.45580561566239%
